index	return	risk	AAPL	COST	HIMS	RTX	SPY	TSLA
89	0.1215194801657577	0.2911453841551035	5.9892084097393504e-24	-1.0248133361353165e-23	0.8729273122211577	0.12707268777884226	1.1837397617967442e-23	3.465060589212326e-24
90	0.12261606595975572	0.29486262756196263	1.556034860279514e-23	1.9059486968147933e-23	0.884479374746507	0.1155206252534931	7.453800097616357e-24	2.111158953321712e-23
91	0.12371265175375375	0.298581924091821	3.94981617707181e-24	-1.6016534764051797e-24	0.8960314372718562	0.10396856272814378	-2.73123038134644e-24	-2.1280206785245166e-24
92	0.12480923754775178	0.30230319796474303	-2.134060246263879e-23	-1.0533292459983324e-24	0.9075834997972055	0.09241650020279445	1.9069035095181253e-24	5.538086943109461e-24
93	0.1259058233417498	0.3060263770473955	5.815132579210845e-24	-1.7568592309982256e-24	0.9191355623225549	0.08086443767744513	5.530855441324604e-24	1.978205928791678e-23
94	0.12700240913574784	0.30975139263852575	-1.1302362343080651e-23	-1.3992665190276056e-24	0.9306876248479043	0.06931237515209564	-1.027625862440702e-23	-8.397398478542237e-24
95	0.12809899492974586	0.31347817926925137	-1.44618938536941e-23	-5.27057030897927e-24	0.9422396873732535	0.057760312626746475	-1.7337152624282333e-23	2.6194176383894002e-24
96	0.12919558072374387	0.3172066745169954	5.782769949226816e-24	2.065052704060079e-24	0.9537917498986027	0.04620825010139731	-1.0116649101958827e-23	-2.102850873877238e-23
97	0.1302921665177419	0.3209368188320011	1.8499747547197315e-23	9.676707622641215e-24	0.9653438124239521	0.03465618757604798	1.1015753183869379e-23	1.0902788898702233e-23
98	0.13138875231173994	0.3246685553754562	-9.228568075655336e-24	-1.1220002078317078e-23	0.9768958749493015	0.023104125050698497	-7.661503492160774e-24	6.462310558543141e-24
99	0.13248533810573798	0.3284018298683398	2.9896255204445912e-24	-1.2773739143781492e-23	0.988447937474651	0.011552062525349016	2.1784528423884856e-24	1.3298619247183176e-24
100	0.133581923899736	0.33213659059263223	-2.2384721930539968e-09	3.2497319458250105e-09	1.0000000001318938	5.337294086830273e-09	-5.970348556068915e-09	1.3197422890126411e-09
